,HCPID,alpha,proc.temp,proc.LL,decay,decl.temp,decl.LL,best.model,diff.LL
35,111312_fnca,0.010045812497788258,1.9999999996079456,-44.4149720478358,0.3932514571644398,1.9999999995034563,-45.33370029656622,Procedural,0.9187282487304174
36,148032_fnca,0.010045515140776524,1.9999999994655717,-44.39455768023235,0.010011824851694918,1.9999999994684396,-45.0515869123647,Procedural,0.657029232132345
37,153833_fnca,0.010000417183207726,0.06401350597987462,-63.28487106993877,0.010031856228164309,1.9999999995180517,-78.20892082373447,Procedural,14.924049753795707
38,162026_fnca,0.01004428489532189,1.9999999998484692,-44.3810738460147,0.01001786011260331,1.9999999993649284,-44.76759861406477,Procedural,0.38652476805006586
39,113215_fnca,0.010000034380464052,0.10313861597221259,-66.98191115432682,0.01001712528953901,1.9999999994383098,-78.77081299593839,Procedural,11.788901841611562
40,162733_fnca,0.45844026967527374,0.6011761969475439,-63.08131828587491,0.01003487319920165,1.9999999990029735,-79.2644787518326,Procedural,16.18316046595769
41,177746_fnca,0.981720616843516,1.9999999998181208,-42.89649068440996,0.3707788383975337,1.9999979985430676,-43.13258317035598,Procedural,0.23609248594601695
42,173940_fnca,0.013993695005212161,1.2255797594814275,-44.3369703199585,0.39368774407560675,1.999999999872841,-44.19009355920613,Declarative,-0.14687676075237022
43,173334_fnca,0.33354383058714704,0.8723172814684506,-67.08953119643293,0.010031458615525861,1.9999999995064448,-78.29348885175415,Procedural,11.203957655321219
44,133019_fnca,0.010000000017490534,0.024999479412711734,-57.66049934541319,0.010039949953405224,1.999999999207836,-77.11466303242074,Procedural,19.454163687007544
45,106319_fnca,0.2260123757849237,1.1684005288237351,-43.78973108845986,0.6141954613916285,1.9999999995656024,-43.39505815436817,Declarative,-0.39467293409168747
46,145531_fnca,0.010003989441578329,0.030468700089680622,-64.51801705561599,0.010038499613405586,1.999999999146926,-79.51224494011191,Procedural,14.994227884495928
47,171633_fnca,0.010046056786236811,1.999999999183095,-44.40258743908789,0.010014296560424522,1.9999999993900108,-45.68728136601827,Procedural,1.2846939269303803
48,163331_fnca,0.7192330816698519,1.9999999995066902,-43.653530042236056,0.5602868757112243,1.5348264239379705,-43.30244878839155,Declarative,-0.35108125384450517
49,130922_fnca,0.02003205414577228,0.04466256601042747,-73.17247609889655,0.010022173194905518,1.9999999998083644,-77.8323888482459,Procedural,4.6599127493493455
50,109123_fnca,0.5408818738315377,1.0546146853916838,-41.85439634592508,0.010000002243077148,1.1481217279902507,-42.53984621599577,Procedural,0.6854498700706912
51,124422_fnca,0.010000000007870956,0.023108596917092678,-58.109495526859455,0.010030634887420823,1.9999999994766353,-78.16451982433611,Procedural,20.055024297476656
52,113821_fnca,0.9904691506237612,1.095206586084251,-38.547661624655795,0.010000000704746353,0.9916704565029165,-42.89516405356581,Procedural,4.347502428910012
53,100307_fnca,0.010045255116565314,1.9999999989766062,-44.38667480705401,0.010008095595122706,1.9999999988281374,-44.9443104213077,Procedural,0.5576356142536909
54,108525_fnca,0.9371137343309995,0.648720330548823,-32.42007339373953,1.9999964987101853,1.723229120587838,-30.656123959522603,Declarative,-1.7639494342169257
55,118528_fnca,0.010000000005379638,0.3697533812611954,-44.1671293071968,0.010024259123634858,1.9999999997295506,-44.231500069924884,Procedural,0.06437076272808184
56,121618_fnca,0.10275879313003881,0.25967571195587785,-62.519574298936696,0.010033014629231464,1.9999999989663884,-77.48976030583516,Procedural,14.970186006898466
57,101309_fnca,0.010000123228595139,0.5323898248299209,-44.24762863594908,0.010045771287130297,1.9999999983433978,-45.26706523571001,Procedural,1.0194365997609296
58,124826_fnca,0.10925458630885561,0.19751265474863486,-76.858695312457,0.01003238603386608,1.9999999989864041,-77.42354490710072,Procedural,0.564849594643718
59,172029_fnca,0.054544470142616625,0.270727272742817,-38.546989338830755,0.010000002356797199,0.6945811816881562,-39.216532159037875,Procedural,0.6695428202071199
60,178849_fnca,0.010046290894243592,1.9999999991515671,-44.43656228595057,0.09703411845392884,1.999999999356807,-45.98191734579893,Procedural,1.5453550598483545
61,159138_fnca,0.010004121694326195,0.04538619325176438,-65.25656849993814,0.010027298610374743,1.999999999382158,-79.3090338520182,Procedural,14.052465352080063
62,152831_fnca,0.040472327402997534,0.1876966021771469,-65.41135623242258,0.5671167713283424,1.9999784774714782,-62.43371495423997,Declarative,-2.9776412781826096
63,103111_fnca,0.01006145344632736,1.9999999999790101,-44.41664702317557,0.010024174276033132,1.9999999996516704,-45.159253300112546,Procedural,0.742606276936975
64,145834_fnca,0.019386392697135543,0.07903356290731578,-57.90608443239088,0.010039674808710238,1.9999999991486292,-75.71239195448779,Procedural,17.80630752209691
65,151526_fnca,0.010041479424969175,1.9999999994184787,-44.385661705009696,0.010004546831962335,1.9999999989960253,-44.90818053973648,Procedural,0.5225188347267817
66,150523_fnca,0.3777798342681292,0.3731608061861748,-16.929274805634687,0.01000000011440861,0.38779275510898936,-17.604295536099283,Procedural,0.6750207304645954
67,165840_fnca,0.6950271683449767,1.9999999232199503,-44.14262404018983,0.010024736250586651,1.999999999709867,-44.51102785887493,Procedural,0.36840381868510264
68,112819_fnca,0.010000000047178735,0.034846514296899805,-73.95677671577913,0.010033110202025679,1.9999999989633388,-76.75509869768459,Procedural,2.7983219819054597
69,131722_fnca,0.6110103301954722,1.2395066274432542,-66.5000180286106,0.010028263880731183,1.99999999939915,-77.64431908718538,Procedural,11.144301058574783
70,149539_fnca,0.010042407122785762,1.9999999995235593,-44.380890411038955,0.010036488344480038,1.9999999992226631,-44.85124389224862,Procedural,0.47035348120966347
71,131217_fnca,0.010000236618933908,0.06296103968818628,-64.20427806734784,0.010029868028823712,1.9999999994488922,-78.25024600968112,Procedural,14.045967942333277
72,114924_fnca,0.4979454093433332,0.528153072259614,-38.08839819967824,1.0465614719706837,0.8709741903970706,-34.99937594851611,Declarative,-3.0890222511621275
73,163129_fnca,1.2046928270583517,1.999999999923277,-42.64640566133248,0.010039924954903983,1.999999999200044,-44.68433958079904,Procedural,2.0379339194665604
74,150726_fnca,0.010000000005895909,0.0347803464117606,-42.91006616340027,0.010032029432022013,1.9999999999511218,-44.68307753197395,Procedural,1.7730113685736768
75,120111_fnca,0.010000567818418427,0.02176036490508854,-56.59115081749259,0.010032521527376036,1.9999999989820871,-78.15234984501781,Procedural,21.56119902752522
76,168139_fnca,0.042432783971005465,1.9400201260738636,-44.35610802031522,0.010004444710110028,1.9999999982785772,-44.74462357899603,Procedural,0.3885155586808082
77,156233_fnca,0.9136931015285422,0.8912562670243892,-38.169596933185105,1.5077215817327967,1.9999999998149705,-39.88631635908867,Procedural,1.7167194259035625
78,162329_fnca,0.010046214374030107,1.9999999991270352,-44.38809264741631,0.010032435624813396,1.9999999999036544,-44.72089606800069,Procedural,0.3328034205843835
79,156637_fnca,0.01004387382427791,1.9999999999335358,-44.36269026585412,0.010002647759876786,1.999999998275466,-44.91665251768548,Procedural,0.5539622518313578
80,175439_fnca,0.011469960705498102,0.6567855500912566,-44.282241233528566,0.010057269650839694,1.9999999991508384,-44.62608361563039,Procedural,0.34384238210182616
81,106016_fnca,0.010047410118144046,1.999999998356673,-44.506962313248934,0.010011788671984923,1.999999998893902,-46.55752514741979,Procedural,2.0505628341708544
82,118932_fnca,0.010000000005639515,0.030428688081008654,-60.63044288280105,0.010033724601635012,1.9999999990423498,-78.18373564911533,Procedural,17.553292766314286
83,149337_fnca,0.17037916729193625,1.9999999999990192,-44.33264860989111,0.24050074598759766,1.9935052559379294,-44.202008188678356,Declarative,-0.1306404212127532
84,158136_fnca,1.0921785094826206,1.999922577475835,-44.78743716458631,0.010000000704746353,0.733195186986973,-41.549549698459664,Declarative,-3.2378874661266437
85,164939_fnca,0.010001771041997952,0.11562717683734942,-43.62358707691725,0.010000000370377925,1.0330395136972392,-43.729066787983115,Procedural,0.10547971106586829
86,127933_fnca,1.0310857354077219,1.999999999999912,-44.781011483069335,0.33920859323027264,1.9999999999998617,-47.15832077317948,Procedural,2.377309290110148
87,163836_fnca,0.44248525710692954,0.5446264326917111,-38.649207079685,0.07463849771887644,0.5370437168597355,-41.78087712361185,Procedural,3.131670043926853
88,107422_fnca,0.010000000013342163,0.03814614745475057,-36.31429443016451,0.010025026786418409,1.9999999997359394,-47.136022508103565,Procedural,10.821728077939056
89,172332_fnca,0.10033846434071611,0.7657553151351761,-43.84987989692649,0.2822116905100241,1.9999986402887207,-43.96030688660247,Procedural,0.11042698967597886
90,108121_fnca,0.010045742170281122,1.9999999990741821,-44.41330990454668,0.010009652079366506,1.999999999181244,-44.90524639384513,Procedural,0.49193648929845324
91,143325_fnca,0.010004862572031134,0.019476036231993777,-68.52242624406192,0.010031744417039164,1.9999999990068362,-76.28990558323737,Procedural,7.767479339175452
92,150625_fnca,0.010000000117260342,0.03200666516540421,-59.14023619176647,0.010024582630018248,1.9999999996513889,-76.322797291253,Procedural,17.182561099486527
93,176542_fnca,0.010041118309226629,1.999999999211891,-44.37182133796183,0.010040588544697077,1.9999999991649149,-44.452343039011005,Procedural,0.08052170104917167
94,171431_fnca,0.01000000000284645,0.033569225341334344,-58.18855380838024,0.010017055104672715,1.9999999994453217,-77.34923049162157,Procedural,19.160676683241327
95,164030_fnca,0.010044710448750343,1.9999999999618976,-44.39682121487097,0.010019436235298683,1.999999999635793,-44.705089230195654,Procedural,0.3082680153246855
96,177645_fnca,0.010000000003023025,0.03396834605774993,-61.509737657566625,0.01003205933189361,1.9999999989968105,-78.48410753023693,Procedural,16.9743698726703
97,135932_fnca,0.010046054188211785,1.9999999991578437,-44.41036867451846,0.01003506991436691,1.999999999718947,-45.10930585655354,Procedural,0.6989371820350812
98,123117_fnca,0.2202319742301507,0.526692176377258,-38.679988366588006,0.08586925878925238,0.6347471471943638,-37.89900442978705,Declarative,-0.7809839368009577
99,151627_fnca,0.01000000769208391,0.019029055766250667,-58.7969231093781,0.0100290446341567,1.999999999439331,-79.20277502281604,Procedural,20.405851913437942
100,123420_fnca,0.022698037272763042,0.23146943968773348,-66.94119584758444,0.01002059873107229,1.9999999993386033,-77.47307183352221,Procedural,10.531875985937774
101,133625_fnca,0.6920105401891277,1.3341777451312613,-41.32433133331371,1.1985228057090027,1.9999999999444704,-40.6910221757939,Declarative,-0.6333091575198111
102,144832_fnca,0.01004482521460305,1.9999999994773434,-44.40230993381524,0.01000840559439295,1.9999999994773077,-45.01014495345921,Procedural,0.6078350196439715
103,102816_fnca,0.03317835027721762,0.08403363129581645,-59.83195049814442,0.01003051476586945,1.9999999994722908,-78.07557412309518,Procedural,18.243623624950757
104,101410_fnca,0.010033589164672781,1.9999999988490071,-44.376239009214274,0.6751376221534423,1.999999999634963,-43.402929510847876,Declarative,-0.9733094983663975
105,173435_fnca,1.1785124738036643,1.9999999999835725,-42.40333148086412,0.05751460154130824,1.9999999995519866,-44.63154828372942,Procedural,2.2282168028653047
106,175035_fnca,0.05575702498092376,0.06683801539616899,-81.03656371191146,0.010020533261001266,1.9999999998647697,-74.19516215831929,Declarative,-6.8414015535921635
107,158035_fnca,0.010000750070734829,0.13895454510654473,-43.783225709556994,0.010038663121365837,1.9999999998983455,-44.27196080976085,Procedural,0.48873510020385424
108,159340_fnca,0.7595594529521813,0.4382232175370121,-30.10553597305578,0.15430305427539934,0.33379193959377673,-35.22856830564178,Procedural,5.123032332586
109,114419_fnca,0.01004713907345591,1.9999999997537794,-44.46590069328256,0.04427534257590856,1.999999998808164,-46.15405292584673,Procedural,1.688152232564164
110,160123_fnca,0.010046786388353808,1.99999999847865,-44.4038080658438,0.010008250895514478,1.9999999990752715,-44.96673256711464,Procedural,0.5629245012708424
111,141422_fnca,0.7389720357799955,1.8095966775104655,-42.88312539053309,0.8141980830590273,1.999972449963551,-43.00044260190447,Procedural,0.11731721137137896
112,169444_fnca,0.16959899311716123,1.9999999991621034,-44.190758463642425,0.3755856390239352,1.9999999998981481,-44.17768949103554,Declarative,-0.013068972606887996
113,178748_fnca,0.06193984181326363,0.19450270245419699,-65.25286631351531,0.010024713775959782,1.9999999996560007,-79.74233113783525,Procedural,14.489464824319938
114,128127_fnca,0.010045715759466896,1.9999999990371222,-44.415045661190995,0.04420469344486712,1.9999999999261335,-45.905224281821866,Procedural,1.4901786206308714
115,122317_fnca,0.06789909469885311,0.13111871355897145,-67.8077792919335,0.08181519310001914,1.9999999994494477,-75.53345027939764,Procedural,7.725670987464142
116,111716_fnca,0.051705079672409504,0.43075882603366056,-42.22665667302278,0.07427224760985857,0.9581869916163487,-42.6323929010168,Procedural,0.4057362279940193
117,117122_fnca,0.010000000004918479,0.02505934402075501,-71.88383957059355,0.010032389920063202,1.9999999989862827,-77.7021077930124,Procedural,5.818268222418851
118,125525_fnca,0.5820697639827649,1.0532312342928727,-42.28948831446591,1.4006584471869281,1.9999999997789684,-40.969761854043284,Declarative,-1.319726460422629
119,126628_fnca,0.2546838169409854,0.1844811718162871,-19.58449227344821,0.010000001496211306,0.4896167080278739,-36.1337592818386,Procedural,16.54926700839039
120,147737_fnca,0.012713362293270915,0.03888837698203938,-60.681934075079184,0.010019766585478877,1.9999999997607927,-78.08132648303535,Procedural,17.39939240795617
121,140925_fnca,1.004605471926221,1.3405171825427844,-65.54207575557491,0.010037198371959514,1.9999999990628046,-74.75562994917908,Procedural,9.213554193604168
122,161327_fnca,0.10176408382134905,0.2671449818085187,-64.85138140078135,0.010030566084019872,1.9999999994741477,-78.82501917038714,Procedural,13.973637769605787
123,178142_fnca,0.010046234485129911,1.9999999991526414,-44.434440028637695,0.010026233332571216,1.999999999680843,-45.78986980361255,Procedural,1.3554297749748514
124,103818_fnca,0.8414097793872093,0.9107947392420643,-38.891263896109535,0.2688429924534143,1.0330143924983202,-42.324654898482585,Procedural,3.4333910023730496
125,135528_fnca,0.2211702810475662,0.5444460341065605,-65.95065813732674,0.010032515399486745,1.9999999989822854,-77.99814950964378,Procedural,12.04749137231704
126,172534_fnca,0.46246950613280685,0.3425926018626879,-54.72340621146946,0.17424168913543234,1.999999999945425,-73.40090376482628,Procedural,18.677497553356822
127,173132_fnca,0.2603028029038887,0.3510493389424505,-61.092420712099816,0.010032514572565779,1.9999999989823087,-77.50081681082358,Procedural,16.408396098723763
128,173536_fnca,1.5776954490301602,1.9090223122059442,-64.20724623340173,0.010019861894359076,1.9999999997564881,-79.06288779490583,Procedural,14.8556415615041
129,137633_fnca,0.6532065294094622,0.5081665419320226,-57.94322163086243,0.23356062471359607,1.999999999557091,-74.21043004195073,Procedural,16.267208411088298
130,103414_fnca,0.010054039402135222,1.999999999822363,-44.3756738833224,0.0100383221252735,1.999999999211891,-44.4080620196499,Procedural,0.03238813632749782
131,166438_fnca,0.36205977782281606,0.5773494101270158,-66.03202912875489,0.010026137718325438,1.9999999998392146,-78.89607408218713,Procedural,12.864044953432241
132,105115_fnca,0.024918052006223664,0.22457525068994186,-43.68500140869444,0.01000000143274488,0.475478543582902,-41.49328712927714,Declarative,-2.1917142794172975
133,113922_fnca,0.010045963199524487,1.9999999991763795,-44.426404936456585,0.010015511236478699,1.9999999996757976,-44.86838722615828,Procedural,0.4419822897016985
134,130316_fnca,0.010046631133305195,1.9999999992530353,-44.4091466288333,0.010030723340242825,1.9999999994741515,-45.31646029568345,Procedural,0.9073136668501505
135,169141_fnca,0.010045805911818891,1.999999999091724,-44.36645759112785,0.010013930091945636,1.9999999995797093,-48.42107248550483,Procedural,4.054614894376982
136,162228_fnca,0.010054222028240523,1.9999999987821753,-44.36664318439228,0.010046943951618119,1.9999999995693942,-44.443796210101944,Procedural,0.07715302570966287
137,139637_fnca,0.070649074476431,0.32039054494299,-63.99129185766805,0.01001619052585429,1.9999999999128704,-77.89541929499701,Procedural,13.90412743732896
138,992774_fnca,0.029287717221827894,0.2199236584784358,-43.15934379067703,0.01000000094416707,1.3844357513412595,-43.27689513499836,Procedural,0.11755134432133474
139,120212_fnca,0.010000025373673827,0.03341314881672861,-64.13971763597502,0.010031333646523253,1.999999999501918,-78.95557713748022,Procedural,14.815859501505201
140,126325_fnca,0.010033573568637271,1.9999999995618858,-44.47270557571805,0.32543313198689783,1.9999999999998779,-45.77138440217385,Procedural,1.2986788264557987
141,121315_fnca,0.033219818911038236,0.05571646584910309,-66.42159859686394,0.0827800244687701,1.9999999984030288,-88.08803035641137,Procedural,21.66643175954742
142,137936_fnca,0.0464493032862418,0.1397045498535064,-61.08536589530686,0.010031695690331742,1.9999999990083879,-77.25486254083059,Procedural,16.16949664552373
143,147030_fnca,0.5711210096331722,0.6196185191772289,-38.41325376236304,0.34346935107772725,1.9999999999999216,-50.07057574524157,Procedural,11.657321982878528
144,138231_fnca,1.7565298559940552,1.9999999999896052,-38.19260281693183,0.6990542428488201,1.9999999980862486,-43.28532448350017,Procedural,5.0927216665683375
145,158540_fnca,0.010000658204043892,0.03638123710243356,-57.58081801081317,0.01002681075381435,1.9999999997496476,-75.15541074945288,Procedural,17.574592738639716
146,101915_fnca,0.010000002055132155,0.1792166706612862,-44.29367322980736,0.010028596498527708,1.9999999998927243,-44.48534806479489,Procedural,0.19167483498753057
147,149741_fnca,0.031949827122610866,0.13367418774896586,-64.95251612541777,0.010021457633053506,1.9999999997757048,-79.51169792801915,Procedural,14.559181802601373
148,160830_fnca,0.010000000001921371,0.01612263442822767,-63.00593506828836,0.010032310812575832,1.9999999989888027,-76.56232955182637,Procedural,13.556394483538007
149,102311_fnca,0.010046797793176009,1.99999999842048,-44.40999245604895,0.010052628625163882,1.9999999991463981,-45.960236086808294,Procedural,1.550243630759347
150,124220_fnca,0.15844714440350433,1.9999994238851249,-44.31013337896498,0.010036733047893948,1.999999999747449,-44.40759540625205,Procedural,0.09746202728707232
151,100408_fnca,0.010000000000537504,0.014355565459608435,-66.24282149823944,0.010018974238973338,1.9999999998533275,-77.28988401652141,Procedural,11.047062518281976
152,107321_fnca,0.010038108828958631,1.9999999992976112,-44.376715977932896,0.010026827876436597,1.999999999743385,-44.56253017033051,Procedural,0.18581419239761487
153,120515_fnca,0.429721185085278,1.999997937053699,-44.30525760248198,0.6353374435097593,1.9999999190871371,-43.516267674822146,Declarative,-0.7889899276598342
154,129028_fnca,0.018154349926594194,0.5044664336025327,-44.29382976236012,0.010038374928654803,1.9999999991115789,-44.48635006711862,Procedural,0.1925203047585029
155,165032_fnca,0.023830394759224476,0.10890314213170366,-73.13444399964959,0.010029212627764062,1.9999999999050702,-74.98872700262909,Procedural,1.8542830029794999
156,116524_fnca,0.09071540201088171,0.2007687819531115,-62.61297550185116,0.010023801339377553,1.9999999996284925,-78.55417575728008,Procedural,15.941200255428917
157,150423_fnca,0.4794751751159933,0.3921011463332536,-19.691237325430183,1.9999999788000364,1.835221254057137,-19.19881971653672,Declarative,-0.4924176088934651
158,101107_fnca,0.38622631259687334,1.1999709736309792,-67.77405850656953,0.010027135296897633,1.9999999997534137,-78.78267506789962,Procedural,11.008616561330086
159,104820_fnca,0.010000412641105311,0.1746370664745012,-44.05582976749237,0.5246144738365001,1.9999827008515616,-43.76871754417045,Declarative,-0.28711222332191966
160,119833_fnca,0.010000000005408087,0.11303124534370468,-43.908778624205006,0.010000001084821181,1.757462122161315,-43.94350216187749,Procedural,0.03472353767248393
161,165234_fnca,0.6793843470517824,1.9999999999983435,-44.097668763017424,0.010017914338252335,1.9999999988223396,-44.72767330693634,Procedural,0.6300045439189148
162,148941_fnca,0.03843184470923795,0.16048771518449004,-35.19561119814056,0.010004348216242962,0.3034774455384881,-37.70966300917489,Procedural,2.514051811034328
163,146331_fnca,0.1806501258150648,1.9999999993388407,-44.234481265680344,0.4397549285792232,1.9999948842560218,-43.97551366501575,Declarative,-0.25896760066459734
164,172938_fnca,0.0835289441326219,0.13879400317242124,-69.35109398232999,0.010043952047913108,1.9999999983735024,-76.29891272078022,Procedural,6.947818738450238
165,110411_fnca,0.010046324313127322,1.9999999992301065,-44.4349018983665,0.01001256554231043,1.9999999994136302,-46.281853872704026,Procedural,1.8469519743375287
166,118730_fnca,1.2166182637077205,1.9999999996860776,-42.914425239323,0.19380255740637362,1.4238186251904847,-42.872060928933365,Declarative,-0.04236431038963673
167,167743_fnca,0.4470193320456842,0.6686863219400371,-79.92226349096467,0.010004806970825092,1.9999999983124617,-76.91638395728457,Declarative,-3.005879533680101
168,136227_fnca,0.3798492288403643,0.6597511974918381,-41.34746436293942,0.14538763113014733,0.7324993062075007,-42.67143664764031,Procedural,1.3239722847008935
169,106521_fnca,0.5975776127142215,1.9999997774869558,-45.07023184081174,0.010000001085636635,1.6174506671516569,-43.86571651212339,Declarative,-1.2045153286883519
170,130013_fnca,0.010043830089916321,1.9999999997411744,-44.371906558686916,0.010014133027443443,1.9999999995242745,-44.987675265307836,Procedural,0.6157687066209192
171,128632_fnca,0.41738354344767636,0.6595384276512071,-38.682947016756266,0.4848576570371222,1.8688453910016114,-41.30569186511984,Procedural,2.622744848363574
172,161731_fnca,0.01004696372509282,1.9999999984965935,-44.40116008072737,0.010018011367635749,1.9999999999099316,-44.8080563305991,Procedural,0.40689624987172834
173,103515_fnca,0.9871009490818268,1.9999999991848267,-43.430403662507636,0.010013510484617818,1.9999999994819888,-44.648087867273084,Procedural,1.2176842047654475
174,170934_fnca,0.010045480027364514,1.999999999538408,-44.422477774714466,0.010013139556264504,1.9999999995296256,-45.628623326790134,Procedural,1.206145552075668
175,136833_fnca,0.010000000000615423,0.020038729556703987,-55.93355550579707,0.010032322566022402,1.99999999898843,-78.18176190881185,Procedural,22.248206403014784
176,135225_fnca,0.14159728161818913,0.9973498204747773,-43.93763972868593,0.029180698607824188,0.5731057954239064,-43.35619828599528,Declarative,-0.5814414426906467
177,172130_fnca,0.05641837727568621,0.5490289702866793,-43.992373767197726,0.1201415049185724,1.9999999993332063,-44.24317213163933,Procedural,0.2507983644416001
178,132118_fnca,0.010295374052872909,0.017349779514162684,-61.968869853403646,0.010017230995246035,1.9999999994277513,-76.65169061237435,Procedural,14.682820758970706
179,133982_fnca,0.7720278327924793,1.9999578610116835,-43.35516210321979,0.9835438172558443,1.9999999999998737,-42.74678286771629,Declarative,-0.6083792355034987
180,146432_fnca,0.023571058962727078,0.051328552719529776,-77.50808685627764,0.010025499269532391,1.9999999996660023,-75.3502295742928,Declarative,-2.157857281984846
181,102008_fnca,0.7442839970211881,1.999944877033507,-43.409851118482244,0.9846310662382313,1.9999999999999267,-43.90896556222302,Procedural,0.49911444374077263
